director_name,genres,movie_title,actor_1_name,actor_2_name,actor_3_name
Ivan Reitman,Comedy Crime Romance,legal eagles,Brian Dennehy,Debra Winger,Roscoe Lee Browne
David Koepp,Mystery Thriller,secret window,Johnny Depp,Charles S. Dutton,Timothy Hutton
Alejandro Agresti,Drama Fantasy Romance,the lake house,Keanu Reeves,Dylan Walsh,Ebon Moss-Bachrach
Iain Softley,Horror Mystery Thriller,the skeleton key,Gena Rowlands,Deneen Tyler,Joy Bryant
Peter Hedges,Comedy Drama Family Fantasy,the odd life of timothy green,Jennifer Garner,Odeya Rush,Common
Paul Weiland,Comedy Romance,made of honor,Busy Philipps,Beau Garrett,Kevin Sussman
Clint Eastwood,Biography Drama Music Musical,jersey boys,Johnny Cannizzaro,Steve Schirripa,Scott Vance
Francis Ford Coppola,Crime Drama Thriller,the rainmaker,Matt Damon,Dean Stockwell,Virginia Madsen
Mathieu Kassovitz,Horror Mystery Thriller,gothika,Robert Downey Jr.,Charles S. Dutton,Bernard Hill
Steven Spielberg,Drama History,amistad,Anthony Hopkins,Morgan Freeman,Matthew McConaughey
John McTiernan,Adventure Drama Romance,medicine man,Lorraine Bracco,José Wilker,Sean Connery
Colin Strause,Action Horror Sci-Fi Thriller,aliens vs. predator: requiem,Sam Trammell,Johnny Lewis,Ian Whyte
Donald Petrie,Comedy Family,ri¢hie ri¢h,Macaulay Culkin,John Larroquette,Jonathan Hyde
Joan Chen,Drama Romance,autumn in new york,J.K. Simmons,Sam Trammell,Elaine Stritch
Marc Lawrence,Comedy Music Romance,music and lyrics,Brad Garrett,Scott Porter,Haley Bennett
Greg Mottola,Adventure Comedy Sci-Fi,paul,Bobby Lee,Nelson Ascencio,Jeremy Owen
Anne Fletcher,Comedy Drama,the guilt trip,Miriam Margolyes,Tom Virtue,Julene Renee
Wes Craven,Horror Mystery,scream 4,Alison Brie,Aimee Teegarden,Shenae Grimes-Beech
Joel Schumacher,Mystery Thriller,8mm,Nicolas Cage,Chris Bauer,Anthony Heald
Oliver Stone,Biography Drama Music Musical,the doors,Michael Wincott,Kevin Dillon,Kathleen Quinlan
Jake Kasdan,Comedy,sex tape,James Wilcox,Randall Park,Nat Faxon
Diane Keaton,Comedy Drama,hanging up,Adam Arkin,Celia Weston,Jesse James
Steven Quale,Horror,final destination 5,Emma Bell,Jacqueline MacInnes Wood,Courtney B. Vance
Kelly Makin,Comedy Crime Romance,mickey blue eyes,Jeanne Tripplehorn,Burt Young,Vincent Pastore
Mimi Leder,Drama,pay it forward,Kevin Spacey,Haley Joel Osment,Angie Dickinson
Bobby Farrelly,Comedy Drama Romance Sport,fever pitch,Jimmy Fallon,KaDee Strickland,Ione Skye
unknown,Animation Comedy Family,arthur            ,Bruce Dinsmore,Melissa Altro,Daniel Brochu
Steven Brill,Comedy Drama,drillbit taylor,Lisa Ann Walter,Shaun Weiss,Matt Walsh
Seth MacFarlane,Comedy Western,a million ways to die in the west,Liam Neeson,Charlize Theron,Seth MacFarlane
Russell Mulcahy,Action Adventure Crime Fantasy Mystery Thriller,the shadow,Jonathan Winters,Peter Boyle,John Kapelos
Stephen Daldry,Adventure Drama Mystery,extremely loud & incredibly close,Tom Hanks,Thomas Horn,Stephen Henderson
Roger Michell,Comedy Drama Romance,morning glory,Noah Bean,Patti D'Arbanville,Vanessa Aspillaga
Jim Sheridan,Biography Crime Drama Music,get rich or die tryin',50 Cent,Bill Duke,Marc John Jefferies
Christian Duguay,Action Adventure Crime Thriller,the art of war,Michael Biehn,Cary-Hiroyuki Tagawa,Anne Archer
Chris Columbus,Drama Musical Romance,rent,Rosario Dawson,David Fine,Jesse L. Martin
Chuck Russell,Crime Drama Horror Thriller,bless the child,Rufus Sewell,Jimmy Smits,Angela Bettis
Sam Weisman,Comedy,the out-of-towners,Oliver Hudson,Valerie Perri,Carlease Burke
John Frankenheimer,Horror Sci-Fi Thriller,the island of dr. moreau,Marlon Brando,Temuera Morrison,Marco Hofschneider
Peter Hyams,Action Adventure Romance,the musketeer,Catherine Deneuve,Justin Chambers,Stephen Rea
Justin Chadwick,Biography Drama History Romance,the other boleyn girl,Natalie Portman,Scarlett Johansson,Benedict Cumberbatch
Pat O'Connor,Drama Romance,sweet november,Keanu Reeves,Charlize Theron,Frank Langella
Stephen Hopkins,Horror Thriller,the reaping,Stephen Rea,Andrea Frankle,William Ragsdale
Martin Scorsese,Crime Drama Romance Thriller,mean streets,Robert De Niro,David Carradine,David Proval
Penny Marshall,Comedy Drama,renaissance man,Ed Begley Jr.,Cliff Robertson,Lillo Brancato
Olivier Megaton,Action Crime Drama Thriller,colombiana,Jordi Mollà,Callum Blue,Jesse Borrego
Frederik Du Chau,Adventure Animation Comedy Drama Family Fantasy Musical,the magic sword: quest for camelot,Gary Oldman,Jaleel White,Eric Idle
Michael Caton-Jones,Crime Drama Mystery Thriller,city by the sea,Robert De Niro,James Franco,John Doman
Irwin Winkler,Drama Romance,at first sight,Mira Sorvino,Nathan Lane,Steven Weber
Joseph Kahn,Action Comedy Crime,torque,Dane Cook,Jay Hernandez,Christina Milian
Harold Becker,Drama Thriller,city hall,Al Pacino,Martin Landau,Bridget Fonda
Paul Verhoeven,Drama,showgirls,Bobbie Phillips,Elizabeth Berkley,Robert Davi
Sofia Coppola,Biography Drama History Romance,marie antoinette,Kirsten Dunst,Shirley Henderson,Rip Torn
Barbet Schroeder,Action Crime Thriller,kiss of death,Nicolas Cage,Michael Rapaport,Philip Baker Hall
Stephen Kay,Action Crime Drama Thriller,get carter,Sylvester Stallone,Miranda Richardson,Lauren Lee Smith
J.A. Bayona,Drama Thriller,the impossible,Naomi Watts,Geraldine Chaplin,Oaklee Pendergast
Elaine May,Action Adventure Comedy Music Thriller,ishtar,Carol Kane,Warren Beatty,Isabelle Adjani
Wes Anderson,Adventure Animation Comedy Crime Family,fantastic mr. fox,Bill Murray,Meryl Streep,Helen McCrory
Stephen Herek,Comedy Romance,life or something like it,Angelina Jolie Pitt,Stockard Channing,James Gammon
John Carpenter,Comedy Romance Sci-Fi Thriller,memoirs of an invisible man,Richard Epcar,Michael McKean,Patricia Heaton
Jean-Pierre Jeunet,Comedy Romance,amélie,Mathieu Kassovitz,Jamel Debbouze,Isabelle Nanty
Dennie Gordon,Comedy Crime Family Romance,new york minute,Mary-Kate Olsen,Bob Saget,Riley Smith
Charles Shyer,Comedy Drama Romance,alfie,Omar Epps,Nia Long,Jane Krakowski
Ken Kwapis,Biography Drama Romance,big miracle,Ted Danson,Tim Blake Nelson,Andrew Daly
Ulu Grosbard,Drama,the deep end of the ocean,Alexa PenaVega,Treat Williams,Jonathan Jackson
William Malone,Crime Horror Thriller,feardotcom,Natascha McElhone,Jeffrey Combs,Udo Kier
Paul Weitz,Action Adventure Fantasy Thriller,cirque du freak: the vampire's assistant,Josh Hutcherson,Salma Hayek,Patrick Fugit
Paul McGuigan,Drama Horror Sci-Fi Thriller,victor frankenstein,Daniel Radcliffe,Spencer Wilding,Daniel Mays
Danny DeVito,Comedy,duplex,Justin Theroux,Amber Valletta,Harvey Fierstein
Malcolm D. Lee,Comedy Drama Music,soul men,Bernie Mac,Sean Hayes,Mike Epps
Jerry Jameson,Action Adventure Drama Thriller,raise the titanic,M. Emmet Walsh,Jason Robards,Anne Archer
Mic Rodgers,Action Sci-Fi,universal soldier: the return,Michael Jai White,Daniel von Bargen,Xander Berkeley
Christian Alvart,Action Horror Mystery Sci-Fi Thriller,pandorum,Norman Reedus,Dennis Quaid,Eddie Rouse
Gary Fleder,Drama Mystery Sci-Fi Thriller,impostor,Gary Dourdan,Mekhi Phifer,Tim Guinee
Christian Duguay,Action Adventure Thriller,extreme ops,Rufus Sewell,Bridgette Wilson-Sampras,Rupert Graves
Jean-Marie Poiré,Comedy Fantasy Sci-Fi,just visiting,Bridgette Wilson-Sampras,Matt Ross,John Aylward
Danny Boyle,Adventure Sci-Fi Thriller,sunshine,Chris Evans,Benedict Wong,Troy Garity
Brian Robbins,Comedy Drama,a thousand words,John Gatins,Lou Saliba,Greg Collins
Marc F. Adler,Adventure Animation Comedy Fantasy Romance,delgo,Eric Idle,Anne Bancroft,Kelly Ripa
Pierre Morel,Action Crime Drama Mystery Thriller,the gunman,Ray Winstone,Mark Rylance,Jasmine Trinca
Geoffrey Sax,Action Adventure Family Thriller,alex rider: operation stormbreaker,Alex Pettyfer,Sophie Okonedo,Ashley Walters
D.J. Caruso,Drama Mystery Thriller,disturbia,Sarah Roemer,Aaron Yoo,Jose Pablo Cantillo
Iain Softley,Comedy Crime Drama Thriller,hackers,Angelina Jolie Pitt,Fisher Stevens,Lorraine Bracco
Richard Shepard,Adventure Comedy Drama Romance Thriller War,the hunting party,James Brolin,Zan Marolt,Ljubomir Kerekes
Joel Coen,Comedy Fantasy,the hudsucker proxy,Jennifer Jason Leigh,Bill Cobbs,John Mahoney
Peter Ho-Sun Chan,Action Drama History Romance War,the warlords,Jet Li,Takeshi Kaneshiro,Andy Lau
Sergey Bodrov,Drama History War,nomad: the warrior,Jay Hernandez,Kuno Becker,Jason Scott Lee
Joon-ho Bong,Action Drama Sci-Fi Thriller,snowpiercer,Chris Evans,Ewen Bremner,Kang-ho Song
Bibo Bergeron,Adventure Animation Comedy Fantasy Music Romance,a monster in paris,Adam Goldberg,Bob Balaban,François Cluzet
Jeff Nathanson,Comedy,the last shot,Matthew Broderick,Glenn Morshower,Tim Blake Nelson
Alex Proyas,Action Drama Fantasy,the crow,Michael Wincott,Bai Ling,David Patrick Kelly
S.S. Rajamouli,Action Adventure Drama Fantasy War,baahubali: the beginning,Tamannaah Bhatia,Anushka Shetty,Prabhas
Robert Schwentke,Drama Fantasy Romance Sci-Fi,the time traveler's wife,Arliss Howard,Brooklynn Proulx,Michelle Nolden
Michael Lehmann,Comedy Romance,because i said so,Colin Ferguson,Stephen Collins,Tom Everett Scott
Rob Cohen,Action Crime Thriller,the fast and the furious,Paul Walker,Vin Diesel,Jordana Brewster
Tim Burton,Animation Comedy Family Horror Sci-Fi,frankenweenie,Martin Landau,Catherine O'Hara,Atticus Shaffer
Joss Whedon,Action Adventure Sci-Fi Thriller,serenity,Adam Baldwin,Sean Maher,Michael Hitchcock
Charles S. Dutton,Biography Drama Romance Sport,against the ropes,Omar Epps,Charles S. Dutton,Tim Daly
Richard Lester,Action Comedy Sci-Fi,superman iii,Margot Kidder,Robert Vaughn,Jackie Cooper
Peter Segal,Comedy Sport,grudge match,Robert De Niro,Sylvester Stallone,Oscar Gale
John Woo,Action Adventure Drama History War,red cliff,Takeshi Kaneshiro,Tony Chiu Wai Leung,Wei Zhao
Andy Tennant,Comedy Romance,sweet home alabama,Ethan Embry,Mary Lynn Rajskub,Courtney Gains
Robert Luketic,Comedy Romance,the ugly truth,Gerard Butler,John Michael Higgins,Eric Winter
Jonathan Lynn,Comedy,sgt. bilko,Austin Pendleton,Phil Hartman,Max Casella
Robert Rodriguez,Action Adventure Comedy Family Sci-Fi,spy kids 2: island of lost dreams,Steve Buscemi,Alexa PenaVega,Emily Osment
David Carson,Action Adventure Mystery Sci-Fi Thriller,star trek: generations,LeVar Burton,Alan Ruck,Jonathan Frakes
Kar-Wai Wong,Action Biography Drama,the grandmaster,Tony Chiu Wai Leung,Hye-kyo Song,Elvis Tsui
Francis Lawrence,Drama Romance,water for elephants,Robert Pattinson,Christoph Waltz,James Frain
unknown,Comedy Family Sci-Fi,3rd rock from the sun            ,Joseph Gordon-Levitt,Wayne Knight,Kristen Johnston
Yuefeng Song,Adventure Animation Family Fantasy,dragon nest: warriors' dawn,Blythe Auffarth,Bianca Collins,Jiao Xu
Norman Jewison,Biography Drama Sport,the hurricane,Denzel Washington,Vincent Pastore,Deborah Kara Unger
Michael Apted,Crime Drama Thriller,enough,Bill Cobbs,Jeff Kober,Billy Campbell
David Mirkin,Comedy Crime Romance,heartbreakers,Sarah Silverman,Anne Bancroft,Jeffrey Jones
Andy Fickman,Action Comedy Crime,paul blart: mall cop 2,D.B. Woodside,Daniella Alonso,Eduardo Verástegui
Luis Mandoki,Drama Romance,angel eyes,Sonia Braga,Shirley Knight,Kari Matchett
John Pasquin,Comedy Drama,joe somebody,Jim Belushi,Ken Marino,Kelly Lynch
Roman Polanski,Mystery Thriller,the ninth gate,Johnny Depp,Frank Langella,Lena Olin
Michael Apted,Crime Drama Mystery Thriller,extreme measures,J.K. Simmons,Paul Guilfoyle,Bill Nunn
Stephen Herek,Drama Music,rock star,Beth Grant,Dagmara Dominczyk,Matthew Glave
Lee Daniels,Drama,precious,Mo'Nique,Gabourey Sidibe,Mariah Carey
Ridley Scott,Adventure Drama,white squall,Jeff Bridges,Jason Marsden,Ethan Embry
John Carpenter,Horror Mystery Sci-Fi,the thing,Wilford Brimley,Richard Masur,David Clennon
David Twohy,Action Sci-Fi Thriller,riddick,Vin Diesel,Nolan Gerard Funk,Bokeem Woodbine
Jeb Stuart,Crime Mystery Thriller,switchback,Gregory Scott Cummins,Claudia Stedelin,Ted Markland
Steve Miner,Action Adventure Drama Thriller Western,texas rangers,Tom Skerritt,Usher Raymond,Leonor Varela
Gil Kenan,Adventure Family Fantasy Sci-Fi,city of ember,Bill Murray,Toby Jones,Harry Treadaway
Paul Thomas Anderson,Drama,the master,Mike Howard,Jeffrey W. Jenkins,Bruce Goodchild
David Leland,Adventure Comedy History Romance,virgin territory,Hayden Christensen,Ryan Cartwright,David Walliams
Gary Fleder,Biography Drama Sport,the express,Dennis Quaid,Nicole Beharie,Charles S. Dutton
J Blakeson,Action Adventure Sci-Fi Thriller,the 5th wave,Chloë Grace Moretz,Maggie Siff,Nick Robinson
Ryan Coogler,Drama Sport,creed,Sylvester Stallone,Phylicia Rashad,Graham McTavish
Ben Affleck,Crime Drama Thriller,the town,Jeremy Renner,Jon Hamm,Owen Burke
Kirk Jones,Comedy Drama Romance,what to expect when you're expecting,Anna Kendrick,Dennis Quaid,Thomas Lennon
Ethan Coen,Comedy Drama,burn after reading,J.K. Simmons,Brad Pitt,Kevin Sussman
Jennifer Flackett,Adventure Comedy Family Fantasy,nim's island,Gerard Butler,Anthony Simcoe,Christopher James Baker
Ron Howard,Action Biography Drama Sport,rush,Chris Hemsworth,Olivia Wilde,Alexandra Maria Lara
Paul Thomas Anderson,Drama,magnolia,Patton Oswalt,Neil Flynn,Jim Meskimen
Kevin Smith,Action Comedy Crime,cop out,Bruce Willis,Tracy Morgan,Kevin Pollak
Christian Ditter,Comedy Romance,how to be single,Alison Brie,Damon Wayans Jr.,Nicholas Braun
Charles Martin Smith,Drama Family,dolphin tale,Morgan Freeman,Michael Roark,Harry Connick Jr.
Catherine Hardwicke,Drama Fantasy Romance,twilight,Kristen Stewart,Taylor Lautner,Anna Kendrick
Nick Cassavetes,Crime Drama Thriller,john q,Denzel Washington,Laura Harring,Anne Heche
Les Mayfield,Action Comedy Crime Thriller,blue streak,Peter Greene,Dave Chappelle,Tamala Jones
Rawson Marshall Thurber,Comedy Crime,we're the millers,Laura-Leigh,Molly C. Quinn,Thomas Lennon
Fedor Bondarchuk,Action Adventure Sci-Fi,obitaemyy ostrov,Yuliya Snigir,Fedor Bondarchuk,Aleksey Serebryakov
Jonathan Mostow,Action Crime Drama Mystery Thriller,breakdown,Kathleen Quinlan,M.C. Gainey,J.T. Walsh
Irvin Kershner,Action Adventure Thriller,never say never again,Bernie Casey,Klaus Maria Brandauer,Barbara Carrera
Steve Pink,Comedy Sci-Fi,hot tub time machine,Charlie McDermott,Collette Wolfe,Crystal Lowe
Charles Martin Smith,Drama Family,dolphin tale 2,Morgan Freeman,Taylor Blackwell,Harry Connick Jr.
John Frankenheimer,Action Adventure Crime Drama Family Fantasy Romance Thriller,reindeer games,Charlize Theron,James Frain,Clarence Williams III
F. Gary Gray,Action Crime Drama Thriller,a man apart,Vin Diesel,Jeff Kober,Larenz Tate
Cameron Crowe,Comedy Drama Romance,aloha,Emma Stone,Bradley Cooper,Bill Murray
Rob Reiner,Drama History,ghosts of mississippi,Alexa PenaVega,Virginia Madsen,Craig T. Nelson
Scott Hicks,Drama Mystery Romance Thriller,snow falling on cedars,Rick Yune,Reeve Carney,Daniel von Bargen
Mikael Håfström,Drama Horror Mystery Thriller,the rite,Anthony Hopkins,Colin O'Donoghue,Toby Jones
Andrew Niccol,Drama Sci-Fi Thriller,gattaca,Blair Underwood,Xander Berkeley,Mason Gamble
Andrew Bergman,Biography Comedy Romance,isn't she great,Stockard Channing,Nathan Lane,John Larroquette
Kirk De Micco,Adventure Animation Comedy Family Sci-Fi,space chimps,Cheryl Hines,Kenan Thompson,Omid Abtahi
Chris Rock,Comedy,head of state,Bernie Mac,Dylan Baker,Tracy Morgan
Todd Phillips,Comedy,the hangover,Bradley Cooper,Rob Riggle,Mike Epps
Wilson Yip,Action Biography Drama History,ip man 3,Mike Tyson,Lynn Hung,Kwok-Kwan Chan
Jay Roach,Action Adventure Comedy Crime,austin powers: the spy who shagged me,Muse Watson,Verne Troyer,Robert Wagner
Tim Burton,Action Adventure,batman,Michael Gough,Jack Palance,William Hootkins
Roland Joffé,Biography Drama War,there be dragons,Jordi Mollà,Dougray Scott,Lily Cole
Richard Donner,Action Crime Thriller,lethal weapon 3,Rene Russo,Nick Chinlund,Stuart Wilson
John Lee Hancock,Biography Drama Sport,the blind side,Catherine Dyer,Quinton Aaron,Kim Dickens
unknown,Action Comedy Crime,rush hour            ,Jon Foo,Aimee Garcia,Wendie Malick
Robert Rodriguez,Action Adventure Comedy Family Sci-Fi,spy kids,Alexa PenaVega,Cheech Marin,Daryl Sabara
Seth Gordon,Comedy Crime,horrible bosses,Kevin Spacey,Lindsay Sloane,Reginald Ballard
Ethan Coen,Adventure Drama Western,true grit,Matt Damon,Jeff Bridges,Bruce Green
David Frankel,Comedy Drama Romance,the devil wears prada,Meryl Streep,Anne Hathaway,Rebecca Mader
Robert Wise,Adventure Mystery Sci-Fi,star trek: the motion picture,Leonard Nimoy,Nichelle Nichols,Walter Koenig
Seth Gordon,Comedy Crime,identity thief,Jon Favreau,Eric Stonestreet,T.I.
Martin Scorsese,Crime Thriller,cape fear,Robert De Niro,Robert Mitchum,Joe Don Baker
Robert Luketic,Crime Drama Thriller,21,Kevin Spacey,Jim Sturgess,Josh Gad
Judd Apatow,Comedy Romance,trainwreck,Amy Schumer,Randall Park,Josh Segarra
Kevin Rodney Sullivan,Comedy Romance,guess who,Bernie Mac,Nicole Sullivan,Sherri Shepherd
Anthony Minghella,Drama Romance War,the english patient,Colin Firth,Kristin Scott Thomas,Jürgen Prochnow
Curtis Hanson,Crime Drama Mystery Thriller,l.a. confidential,Kevin Spacey,Matt McCoy,Paul Guilfoyle
Mike Mitchell,Adventure Comedy Family Sci-Fi,sky high,Michael Angarano,Kelly Preston,Nicholas Braun
Frank Oz,Comedy,in & out,Tom Selleck,Wilford Brimley,Lauren Ambrose
Roger Donaldson,Action Horror Sci-Fi Thriller,species,Natasha Henstridge,Marg Helgenberger,Jordan Lund
Wes Craven,Horror,a nightmare on elm street,Johnny Depp,Lin Shaye,Amanda Wyss
Tarsem Singh,Horror Sci-Fi Thriller,the cell,Dylan Baker,Jake Weber,James Gammon
Randall Wallace,Action Adventure,the man in the iron mask,Leonardo DiCaprio,Anne Parillaud,Judith Godrèche
Randall Wallace,Biography Drama Family History Sport,secretariat,Scott Glenn,Kevin Connolly,Dylan Walsh
Kevin Munroe,Action Adventure Animation Comedy Family Fantasy Sci-Fi,tmnt,Chris Evans,Sarah Michelle Gellar,Mako
Michael Tollin,Biography Drama Sport,radio,Alfre Woodard,Riley Smith,Debra Winger
Will Gluck,Comedy Romance,friends with benefits,Mila Kunis,Justin Timberlake,Masi Oka
Nicholas Stoller,Comedy,neighbors 2: sorority rising,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons
John Lee Hancock,Biography Comedy Drama History Music,saving mr. banks,Tom Hanks,Ruth Wilson,B.J. Novak
Spike Lee,Biography Drama History Romance,malcolm x,Denzel Washington,Delroy Lindo,Al Freeman Jr.
Judd Apatow,Comedy,this is 40,Charlyne Yi,Maude Apatow,Mackenzie Aladjem
Walt Becker,Comedy Family,old dogs,Robin Williams,Bernie Mac,Ann-Margret
Patrick Tatopoulos,Action Adventure Fantasy Sci-Fi Thriller,underworld: rise of the lycans,Craig Parker,Kevin Grevioux,Steven Mackintosh
Ken Kwapis,Comedy Romance,license to wed,Robin Williams,Christine Taylor,Mindy Kaling
Dennis Dugan,Comedy Romance Sport,the benchwarmers,Jon Lovitz,Jon Heder,Tim Meadows
Gary David Goldberg,Comedy Romance,must love dogs,Stockard Channing,Victor Webster,Elizabeth Perkins
Mike Newell,Biography Crime Drama,donnie brasco,Johnny Depp,Al Pacino,Anne Heche
Paul W.S. Anderson,Action Horror Sci-Fi,resident evil,Milla Jovovich,Jaymes Butler,Colin Salmon
Tobe Hooper,Fantasy Horror,poltergeist,Heather O'Rourke,Zelda Rubinstein,Craig T. Nelson
Ethan Coen,Comedy Crime Thriller,the ladykillers,J.K. Simmons,Tom Hanks,Stephen Root
